id;estimated_start_time;house_id;info;notes;warnings;visible;notes_ext;raw_address;raw_title;route_id;duration
8601;2015-09-30 16:55:00+00;826;"* Phone Number: 650-743-3514
* Dogs: 
* Cleanup Required: ?";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: CUSTOM - WEEKLY
* First service date: July 8, 2015
* Blower restriction: None";t;"";;;1559;00:45:00
8603;2015-09-30 17:40:00+00;;;;;f;;;Lunch;1559;00:30:00
2577;2015-07-17 18:30:00+00;202;;;;t;"";;;549;02:00:00
2858;2015-07-22 19:30:00+00;193;;Could you please advise on any necessary pricing for the following and a date for projects to be handled? 4)Apparently the three fountains near the fire pit seating area are auto filled by the irrigation system. Karl told John that EZhome turned down the irrigation too much and that John should turn off the pumps, if he hears them struggling. Karl would prefer if the irrigation crew could figure out which valve(s) feed(s )the fountains in order to increase the water flow.;;t;"";;;597;02:00:00
1691;2015-07-02 15:00:00+00;647;"";"";"";t;"";;;46;00:30:00
9017;2015-10-01 15:00:00+00;;;;;f;;;Dump Debris at Abel's House;1617;00:35:00
2148;2015-07-13 16:00:00+00;262;;;Customer will meet you because of the access to the irrigation controller.;t;"";;;465;02:00:00
4008;2015-08-06 19:30:00+00;37;;;;t;"";;;759;02:00:00
6717;2015-09-08 15:00:00+00;;;;;f;;1110 Blossom Hill Road, San Jose;Weekly Team Meeting @ Whole Foods;1251;00:45:00
8606;2015-09-30 22:00:00+00;1952;"* Phone Number: 650.521.6662
* Dogs: ?
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: Ring the doorbell if there is open windows or washing outside before you start service
* Areas/service to exclude: 
* Type of service: CUSTOM, WEEKLY
* First service date: 7/17/2015
* Blower restriction: Use battery operated blower only per Palo Alto regulations";t;"";;;1559;01:05:00
8607;2015-09-30 23:10:00+00;1616;"* Wife's name is Sona
* Phone Number: 650.416.4702
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information:  Parking: In terms of parking, the gardener can park in our driveway (as long as he keeps the circular pathway clear) or there is plenty of parking on either of the cross street (St Francis or N. California) - Park in driveway
* Areas/service to exclude: 
* Type of service: ESSENTIALS,WEEKLY
* First service date: 8/5/2015
* Blower restriction: Use battery operated blower only per Palo Alto regulations";t;"";;;1559;01:10:00
2810;2015-07-22 15:00:00+00;300;"";"- Lawn in front and back
- $78
- First service: July 1
- Corner lot
- Deadhead
- Trim sides of Italian cypress (up to 10’), as needed, to keep tidy 
- Keep large shrub at front left corner of home trimmed below eave 
- Allow jasmine on right side to bloom before shearing
- Keep Pittosporum hedge at back even with fence
- July 1:
  - Roberto & Daniel: edge/mow/blow; removed suckers; hedged 2 shrubs in front
  - for July 8: top off jasmine along right front side";"- Weekly

- Free irrigation checkup
- Possible initial weed cleanup
- Monitor hedges and shrubs on property
  - Text me, if you trim any shrubs and hedges or if they need to be trimmed next week (send a photo)
- Monitor lawn areas and plants on property
  - Text me, if you think that plants and lawn do not get sufficiently watered
- Green bin: Yes
- Pick-up:";t;"";;;598;00:45:00
8612;2015-09-30 18:35:00+00;;;;;f;;;Lunch;1560;00:30:00
8614;2015-09-30 21:15:00+00;1196;"* Phone Number: 408-368-6222 or 786-325-4864
* Dogs: ?
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away)?
* Additional Access information: 
* Areas/service to exclude: **MUST make sure to be careful around sprinklers!! We broke a sprinkler head while mowing and caused damage to the lawn.**
* Type of service: CUSTOM, BI-WEEKLY
* First service date: 7/1/2015
* Blower restriction: None";t;"";;;1560;01:05:00
8615;2015-09-30 22:35:00+00;3129;"* Phone Number: (408) 634-9740
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **NO DEADHEADING**

* Gate Access Code: 2005
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information:
* Areas/service to exclude: Customer will maintain big fig in back right side yard
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date: September 16, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1560;01:10:00
2579;2015-07-17 15:00:00+00;1011;;;;t;"";;;550;02:00:00
4773;2015-08-17 16:50:00+00;6;"* Kids & pets: No
* Weekly
* Cleanup Required: No";"* Areas to Focus on:
  - Monitor plants whether they get enough water - hand water, if necessary
  - Check on sprinklers and be extra careful not to break them when removing weeds and blowing soft areas
* [Deadhead instructions for Camellias, Azaleas](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)";"* Type of service: Custom

* Date of first service: January 20, 2015

- Use **battery operated blower** per customer request";t;"";;;931;00:50:00
8611;2015-09-30 19:05:00+00;825;"* Phone Number: (909) 569-9373
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
  * Keep low-hanging branches of California Pepper Tree at front right trimmed out of the driveway (CUSTOM)
  * Keeps shrubs and small trees trimmed away from eaves (CUSTOM)
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM - WEEKLY
* First service date: July 8, 2015
* Blower restriction: Use battery operated blower only (Los Gatos, Palo Alto, Los Altos)
* [Annotated Blueprint link](http://bit.ly/1Lusc77)";t;"";;;1560;01:15:00
2860;2015-07-22 18:45:00+00;203;;;;t;"";;;605;01:30:00
8616;2015-09-30 15:00:00+00;1647;"* Phone Number: (408) 504-8656
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: None
* Areas/service to exclude: Deadheading
* Type of service: ESSENTIALS, BI-WEEKLY
* First service date: 8/19/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1561;00:55:00
8619;2015-09-30 18:10:00+00;710;"* Phone Number: (408) 646-5098
* Dogs: Yes
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ?
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM, BI-WEEKLY
* First service date: 6/10/2015 
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1561;01:00:00
8622;2015-09-30 20:25:00+00;1110;"* Kids & pets: No
* Weekly or Bi-weekly: Bi-weekly
* Cleanup Required: No";"* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Door code/key location:

* Areas/service to exclude:

* Type of service(Essentials/Custom(Premium): Custom

* Green bin: 

* Trash day: Monday

* Date of first service: August 5, 2015

* Use battery operated blower only (Los Gatos, Palo Alto, Los Altos)

* Use low emissions gas blower for Menlo Park";t;"";;;1561;00:55:00
8620;2015-09-30 19:10:00+00;;;;;f;;;Lunch;1561;00:30:00
4492;2015-08-11 16:15:00+00;31;;;;t;"";;;884;00:30:00
6373;2015-09-02 15:00:00+00;1425;;;Start large irrigation project, - will spread throughout week;t;Jesus Egnacio Pineda Jr and Devon Oropeza were also your gardeners for this visit.;;;1200;04:30:00
8618;2015-09-30 16:55:00+00;811;"* Phone Number:  (650) 276-8419
* Dogs: None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: **Maintenance excludes Jacaranda and Crepe Myrtle**
* Type of service: CUSTOM, WEEKLY
* First service date: 8/26/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1561;01:05:00
8621;2015-09-30 19:40:00+00;214;"* Phone Number: (408) 644-4918
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **Maintain front yard only**
* When service used to be close to Pick-up day: **Make pile on the Silkwood Lane side of the house & corner of Mapleton/Silkwood**
* Strips of lawn along side of house and sidewalk look dead and don't need mowing
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Monday
* Debris: **Take debris with you** - do not leave any debris behind!!!
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM, WEEKLY
* First service date: 5/1/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1561;00:35:00
8625;2015-09-30 17:40:00+00;2535;"* Phone Number:
* Dogs: 2 Dogs (names Maeby & Dart)
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: 
* Debris: **Put in green bin**
* Additional Access information: free form may include Lockbox, instructions regarding dogs
* Areas/service to exclude:
* Type of service:(ESSENTIALS/BI-WEEKLY
* First service date: 9/2/2015
* Blower restriction: None";t;"";;;1562;01:05:00
8629;2015-09-30 21:35:00+00;1556;"* Phone Number: 408-398-0946
* Dogs: No
* Cleanup Required: August 27, 2015";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **Customer mostly work from home so PLEASE KNOCK when you come by.**
* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date: September 16, 2015
* Blower restriction: None
* (Annotated Blueprint link)";f;"";;;1562;01:00:00
8624;2015-09-30 16:15:00+00;2847;"* Phone Number: (408) 655-3434
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin (Yard Waste bin is light brown color, and is the largest of the bins. There are two yard waste bins)
* Additional Access information: 
* Areas/service to exclude: EXCLUDES BACK YARD - FRONT YARD ONLY
* Type of service: CUSTOM, BI-WEEKLY
* First service date: September 30, 2015
* Blower restriction: None
* (Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1562;01:15:00
8626;2015-09-30 18:45:00+00;;;;;f;;;Lunch;1562;00:30:00
3039;2015-07-23 17:15:00+00;1899;;valve leaking next to house;;t;"";;;640;02:00:00
5194;2015-08-20 19:25:00+00;;;;;f;;;Lunch;988;00:30:00
8623;2015-09-30 15:00:00+00;973;"* Phone Number: (408) 873-1953
* Dogs: No
* Cleanup Required: Yes";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access None
* Areas/service to exclude: None 
* Type of service: CUSTOM, WEEKLY
* First service date: 7/15/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1562;01:05:00
8627;2015-09-30 19:15:00+00;1125;"* Phone Number:
* Dogs: 1 Dog (named Ivy)
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* [Annotated Blueprint](https://www.evernote.com/l/ACOPC1BOwHpJC6sA7HxOQWbTuyY4ilPXrpg)

* Gate Access Code: 
* Trash Pickup Day: 
* Debris: **Put in green bin**
* Additional Access information: **PLEASE keep the gate CLOSED so the dog does not escape**
* Areas/service to exclude: **Everything OUTSIDE the fence is EXCLUDED - HOA services area outside the fence** - click on Annotated Blueprint above 
* Type of service: CUSTOM/BI-WEEKLY
* First service date: 9/1/2015
* Blower restriction: None";t;"";;;1562;01:05:00
8628;2015-09-30 20:25:00+00;3143;"* Phone Number: (650) 390-3166
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **NO DEADHEADING**
* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: **Access the back yard through the gates on each side of the house; they are not locked**
* Areas/service to exclude: 
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date: September 16, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1562;01:05:00
2581;2015-07-17 18:30:00+00;527;;;;t;"";;;550;02:00:00
2862;2015-07-22 17:15:00+00;197;;;;t;"";;;607;02:00:00
2311;2015-07-16 15:00:00+00;309;;;;t;"";;;502;02:30:00
6399;2015-09-03 22:10:00+00;55;;;;t;"";;;1205;01:00:00
8337;2015-09-25 16:05:00+00;19;;;* Access backyard through left side gate;f;;;;1516;01:00:00
5512;2015-08-25 19:05:00+00;;;;;f;;;Lunch;1053;00:30:00
6884;2015-09-10 18:50:00+00;;;;;f;;;Lunch;1282;00:30:00
8636;2015-09-30 21:05:00+00;657;"* Phone Number: (408) 292-4245
* Dogs: No
* Cleanup Required: Yes";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Thursday
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: needs to open the gate for the gardeners each time
* Areas/service to exclude: None
* Type of service: CUSTOM, BI-WEEKLY
* First service date: 7/21/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1563;01:30:00
8634;2015-09-30 19:40:00+00;;;;;f;;;Lunch;1563;00:30:00
8630;2015-09-30 15:00:00+00;483;"* Phone Number: (650) 995-4035
* Dogs: Yes
* Cleanup Required: No";"* Areas to Focus on:
* **Make sure that side gates are kept closed at all times - owner has dogs**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: Make sure that side gates are kept closed at all times - owner has dogs.  Client typically leaves treats for his dog Rosa at the door.  Rosa is scared of strangers, but she does not bite.
* Areas/service to exclude: No lawn
* Type of service: CUSTOM, WEEKLY
* First service date: 6/3/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1563;00:30:00
2582;2015-07-17 20:45:00+00;510;;;;t;"";;;550;01:00:00
8632;2015-09-30 16:40:00+00;2334;"* Phone Number: (408) 655-4090
* Dogs: 2 DogesYes 
* Cleanup Required: Completed 8/28/2015";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Focus on front yard and side of driveway by fence
* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: BACK Yard is not included (HS #4853)
* Type of service: CUSTOM/BI-WEEKLY
* First service date: September 16, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1563;01:05:00
8631;2015-09-30 15:50:00+00;198;"* Phone Number: (408) 677-1276
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: Monday
* Debris: Don’t leave debris curbside – take it with you
* Additional Access information: None
* Areas/service to exclude: No
* Type of service: CUSTOM, WEEKLY
* First service date: 4/3/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1563;00:40:00
8633;2015-09-30 17:55:00+00;1182;"* Phone Number: 
* Dogs: No
* Cleanup Required: Yes (scheduled)";"* Areas to Focus on:
* **This customer is very concerned about safety of her property. Please be aware that she will be monitoring activity on her property even if she is not home.**
* **Make sure to close gate after you are done with service! Security is always top priority.  Gate was left open on Sep. 2 (REQUESTED)**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 2081 (controller is by little porch; when facing the door the keypad is right next to the window)
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: Controller is by little porch; when facing the door the keypad is right next to the window
* Areas/service to exclude: **Vegetable beds are excluded from service**
* Type of service: CUSTOM, BI-WEEKLY
* First service date: 8/19/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1563;01:45:00
8922;2015-09-28 15:00:00+00;;;;;f;;1146 Blossom Hill Rd	San Jose	95118;;1604;01:00:00
8635;2015-09-30 20:10:00+00;2281;"* Phone Number: (408) 390-5074
* Dogs: None
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: ESSENTIALS, BI-WEEKLY
* First service date: 8/19/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1563;00:45:00
3213;2015-07-28 17:15:00+00;15;;;;t;"";;;670;02:00:00
8640;2015-09-30 17:55:00+00;1133;"* Phone Number: (910) 619-5530
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* **PLEASE be very CAREFUL moving equipment, ladders, etc around customer's home. On 7/22 customer's siding was damaged during service. The customer suspects it was from transporting equipment to do trimming. and now ezhome must pay for this!**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM, WEEKLY
* First service date: 8/12/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1564;01:50:00
8642;2015-09-30 20:15:00+00;1295;"* Phone Number: (234) 567-9171
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: (Put in green bin/Place on curb/Haul away) ? 
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM, WEEKLY
* First service date: 8/19/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1564;00:45:00
8641;2015-09-30 19:45:00+00;;;;;f;;;Lunch;1564;00:30:00
8637;2015-09-30 15:00:00+00;1231;"* Phone Number: (408) 832-8189
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: CUSTOM, BI-WEEKLY
* First service date: September 30, 2015
* Blower restriction: None
* (Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1564;01:10:00
8638;2015-09-30 16:15:00+00;608;"* Phone Number: (510) 589-0837
* Dogs: No
* Cleanup Required: Yes (needed)";"* Areas to Focus on:
* **Do not remove Calla Lilies heads only!!! Cut the flower at the base of the stem, when flower is spent!** - customer complained
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: N/A
* Trash Pickup Day: ?
* Debris: Put in green bin
* Additional Access information: None
* Areas/service to exclude: None
* Type of service: CUSTOM, WEEKLY
* First service date: 6/10/2015
* Blower restriction: None
* (Annotated Blueprint link)";t;"";;;1564;00:50:00
3214;2015-07-28 19:30:00+00;39;;;;t;"";;;670;02:00:00
8644;2015-09-30 16:05:00+00;1033;"* Phone Number: (650) 996-0158
* Dogs: 
* Cleanup Required: ?";"* Areas to Focus on:
* **This is a very special customer - do your very best!**
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* Gate Access Code: 
* Trash Pickup Day: Thursday
* Debris: Put in green bin 
* Additional Access information: Lawns in front and back
* Areas/service to exclude: 
* Type of service: ESSENTIALS - BI-WEEKLY
* First service date: June 10, 2015
* Blower restriction: None";t;"";;;1565;01:05:00
8645;2015-09-30 17:20:00+00;2926;"* Phone Number: 919-360-9191
* Dogs: No
* Cleanup Required: No";"* Areas to Focus on:
* [Deadhead instructions for flowers](https://www.evernote.com/shard/s381/nl/2147483647/5f8d602c-461a-4008-8e1c-14ec12c9da3f/)
* [Hedges and Shrubs]( http://www.hort.purdue.edu/ext/ho-4.pdf)
* [Ornamental grasses]( http://extension.illinois.edu/grasses/care.cfm)";"* **NO DEADHEADING**
* Gate Access Code: 
* Trash Pickup Day: 
* Debris: Put in green bin
* Additional Access information: 
* Areas/service to exclude: 
* Type of service: ESSENTIALS/BI-WEEKLY
* First service date: September 16, 2015
* Blower restriction: None
(Annotated Blueprint link) - add if available and keep in Temp Doc for HN clean up)";t;"";;;1565;01:15:00
